chrom,num_fragments,mean,median,min,max
NT_174375.1,50,173.16,114.5,4,875
NT_174376.1,79,109.60759493670886,70.0,5,545
NT_174377.1,44,196.9090909090909,119.0,11,844
NT_174378.1,75,115.62666666666667,70.0,5,545
NT_174379.1,42,206.52380952380952,124.5,6,1337
NT_174380.1,23,377.2173913043478,310.0,13,1191
NT_174381.1,80,108.475,67.0,5,546
NT_174382.1,28,309.9642857142857,267.0,13,990
NT_174383.1,74,117.36486486486487,72.5,5,545
NT_174384.1,38,228.60526315789474,130.5,9,1644
NT_174385.1,48,181.14583333333334,129.5,5,892
NT_174386.1,50,173.98,126.5,11,627
NT_174387.1,75,116.06666666666666,70.0,5,749
NT_174388.1,42,207.3095238095238,159.0,6,1280
NT_174389.1,51,170.7843137254902,124.0,18,722
NT_174390.1,77,113.1948051948052,70.0,5,544
NT_174391.1,73,119.3972602739726,70.0,5,752
NT_174392.1,73,119.4931506849315,82.0,5,764
NT_174393.1,70,124.64285714285714,71.5,5,766
NT_174394.1,77,113.31168831168831,75.0,5,548
NT_174395.1,71,122.92957746478874,100.0,5,545
NT_174396.1,74,117.98648648648648,82.0,5,748
NT_174397.1,70,124.74285714285715,100.0,5,545
NT_174398.1,61,143.21311475409837,84.0,6,744
NT_174399.1,41,213.1219512195122,141.0,5,872
NT_174400.1,53,164.96226415094338,143.0,8,427
NT_174401.1,73,119.93150684931507,69.0,5,543
NT_174402.1,39,224.7948717948718,126.0,9,1392
NT_174403.1,76,115.38157894736842,70.0,5,595
NT_174404.1,71,123.59154929577464,70.0,5,749
NT_174405.1,82,107.03658536585365,69.0,5,748
NT_174406.1,90,97.64444444444445,63.0,5,561
NT_174407.1,82,107.2439024390244,73.0,5,545
NT_174408.1,43,204.53488372093022,112.0,15,1199
NT_174409.1,74,118.97297297297297,70.0,5,577
NT_174410.1,78,112.98717948717949,69.0,5,839
NT_174411.1,53,166.33962264150944,112.0,12,644
NT_174412.1,78,113.11538461538461,69.5,5,545
NT_174413.1,80,110.3125,60.5,5,613
NT_174414.1,40,220.85,155.0,6,1086
NT_174415.1,80,110.8125,69.5,5,544
NT_174416.1,64,138.609375,91.0,4,660
NT_174417.1,62,143.20967741935485,86.0,11,752
NT_174418.1,77,196.83116883116884,69.0,4,6811
NT_174419.1,80,111.1125,70.0,5,549
NT_174420.1,92,96.6195652173913,55.0,5,547
NT_174421.1,44,202.45454545454547,162.0,12,990
NT_174422.1,71,125.50704225352112,82.0,5,749
NT_174423.1,71,125.61971830985915,75.0,5,545
NT_174424.1,43,207.53488372093022,167.0,4,799
NT_174425.1,41,218.17073170731706,166.0,4,722
NT_174426.1,75,119.36,69.0,5,612
NT_174427.1,84,109.29761904761905,63.0,5,576
NT_174428.1,44,203.86363636363637,113.5,6,1289
NT_174429.1,76,118.14473684210526,72.5,5,762
NT_174430.1,81,110.93827160493827,71.0,5,547
NT_174431.1,49,183.44897959183675,165.0,6,584
NT_174432.1,81,111.12345679012346,69.0,5,547
NT_174433.1,54,166.85185185185185,84.0,5,1066
NT_174434.1,77,117.36363636363636,69.0,5,561
NT_174435.1,61,148.31147540983608,84.0,7,815
NT_174436.1,80,113.15,75.5,5,731
NT_174437.1,45,201.22222222222223,172.0,4,771
NT_174438.1,54,167.77777777777777,105.0,8,665
NT_174439.1,65,139.6,85.0,4,857
NT_174440.1,53,171.24528301886792,99.0,7,972
NT_174441.1,77,117.87012987012987,70.0,4,545
NT_174442.1,41,221.5121951219512,180.0,11,975
NT_174443.1,51,178.09803921568627,135.0,6,909
NT_174444.1,74,122.75675675675676,100.0,5,369
NT_174445.1,79,115.07594936708861,70.0,5,561
NT_174446.1,82,110.86585365853658,75.0,5,545
NT_174447.1,40,227.3,204.5,8,746
NT_174448.1,74,122.86486486486487,78.5,5,595
NT_174449.1,79,115.11392405063292,82.0,5,545
NT_174450.1,39,233.30769230769232,165.0,8,1581
NT_174451.1,41,222.09756097560975,143.0,5,995
NT_174452.1,53,173.73584905660377,127.0,4,660
NT_174453.1,76,120.13157894736842,75.0,4,545
NT_174454.1,67,136.52238805970148,103.0,4,728
NT_174455.1,83,110.34939759036145,81.0,6,606
NT_174456.1,78,117.53846153846153,70.0,5,545
NT_174457.1,87,105.40229885057471,75.0,5,358
NT_174458.1,30,305.6666666666667,171.5,6,1346
NT_174459.1,37,248.1081081081081,157.0,6,1192
NT_174460.1,73,125.78082191780823,73.0,5,752
NT_174461.1,64,143.984375,78.0,4,1230
NT_174462.1,59,156.22033898305085,106.0,5,793
NT_174463.1,49,188.22448979591837,103.0,7,1462
NT_174464.1,83,111.26506024096386,69.0,4,544
NT_174465.1,46,200.7826086956522,96.0,4,1042
NT_174466.1,31,298.258064516129,248.0,4,1876
NT_174467.1,63,146.84126984126985,102.0,6,754
NT_174468.1,78,118.66666666666667,72.0,5,545
NT_174469.1,79,117.24050632911393,75.0,5,546
NT_174470.1,89,104.06741573033707,70.0,5,545
NT_174471.1,47,197.31914893617022,133.0,5,602
NT_174472.1,62,149.8709677419355,99.5,6,811
NT_174473.1,39,238.71794871794873,142.0,10,1822
NT_174474.1,86,108.36046511627907,82.0,5,545
NT_174475.1,84,110.96428571428571,72.5,5,750
NT_174476.1,80,116.8875,71.5,5,544
NT_174477.1,84,111.44047619047619,69.0,5,545
NT_174478.1,49,191.08163265306123,141.0,5,857
NT_174479.1,80,117.15,70.0,5,564
NT_174480.1,51,183.90196078431373,123.0,6,993
NT_174481.1,76,123.40789473684211,75.0,5,546
NT_174482.1,57,164.71929824561403,126.0,4,557
NT_174483.1,80,117.4875,78.5,5,544
NT_174484.1,85,110.63529411764706,70.0,5,563
NT_174485.1,52,180.90384615384616,129.5,7,606
NT_174486.1,91,103.71428571428571,63.0,5,545
NT_174487.1,39,242.05128205128204,146.0,8,961
NT_174488.1,86,109.79069767441861,75.0,5,750
NT_174489.1,39,242.12820512820514,179.0,4,973
NT_174490.1,56,168.69642857142858,104.0,4,649
NT_174491.1,42,225.16666666666666,170.5,6,1059
NT_174492.1,37,256.7837837837838,213.0,12,888
NT_174493.1,82,116.14634146341463,70.5,5,750
NT_174494.1,54,176.42592592592592,124.5,2,1143
NT_174495.1,66,144.4090909090909,93.0,6,724
NT_174496.1,77,123.94805194805195,75.0,5,561
NT_174497.1,82,116.40243902439025,69.5,5,595
NT_174498.1,90,106.2,72.5,5,358
NT_174499.1,80,119.625,75.0,5,545
NT_174500.1,43,222.7674418604651,167.0,5,812
NT_174501.1,65,147.72307692307692,113.0,5,750
NT_174502.1,77,132.76623376623377,75.0,5,941
NT_174503.1,87,110.47126436781609,70.0,5,560
NT_174504.1,47,204.53191489361703,128.0,5,1087
NT_174505.1,51,188.68627450980392,144.0,14,889
NT_174506.1,50,192.58,140.0,4,780
NT_174507.1,30,321.3666666666667,263.0,13,990
NT_174508.1,80,120.6375,97.0,4,498
NT_174509.1,34,283.94117647058823,269.5,5,781
NT_174510.1,58,166.6206896551724,111.0,6,955
NT_174511.1,67,144.55223880597015,54.0,8,977
NT_174512.1,63,154.31746031746033,86.0,5,804
NT_174513.1,33,295.45454545454544,148.0,9,2344
NT_174514.1,87,112.14942528735632,69.0,5,545
NT_174515.1,85,114.85882352941177,70.0,5,595
NT_174516.1,46,212.2826086956522,127.0,8,1035
NT_174517.1,89,109.74157303370787,70.0,5,750
NT_174518.1,72,135.68055555555554,82.0,5,712
NT_174519.1,91,107.37362637362638,63.0,4,545
NT_174520.1,41,238.65853658536585,206.0,5,1001
NT_174521.1,51,191.98039215686273,113.0,5,1337
NT_174522.1,78,125.61538461538461,77.5,4,544
NT_174523.1,83,118.06024096385542,100.0,5,374
NT_174524.1,95,103.2,63.0,5,561
NT_174525.1,51,192.2941176470588,121.0,8,1208
NT_174526.1,74,132.7027027027027,79.5,4,728
NT_174527.1,81,121.29629629629629,75.0,5,548
NT_174528.1,66,149.06060606060606,111.5,9,815
NT_174529.1,50,196.78,112.0,11,780
NT_174530.1,42,234.83333333333334,172.5,5,716
NT_174531.1,48,205.52083333333334,154.0,6,664
NT_174532.1,68,145.10294117647058,83.0,4,664
NT_174533.1,85,116.11764705882354,70.0,2,545
NT_174534.1,42,235.02380952380952,189.5,8,814
NT_174535.1,91,108.68131868131869,75.0,5,544
NT_174536.1,52,190.46153846153845,151.5,13,665
NT_174537.1,42,236.11904761904762,220.0,21,597
NT_174538.1,55,180.54545454545453,96.0,5,1000
NT_174539.1,42,236.71428571428572,163.5,4,905
NT_174540.1,91,109.32967032967034,74.0,5,547
NT_174541.1,94,106.93617021276596,69.5,5,560
NT_174542.1,87,114.41379310344827,70.0,5,545
NT_174543.1,54,184.37037037037038,141.0,7,989
NT_174544.1,34,293.0,175.5,12,1559
NT_174545.1,29,343.62068965517244,184.0,22,1339
NT_174546.1,80,124.7125,72.5,5,548
NT_174547.1,91,109.72527472527473,75.0,5,380
NT_174548.1,87,114.85057471264368,75.0,5,545
NT_174549.1,66,151.5151515151515,109.0,4,845
NT_174550.1,47,212.82978723404256,96.0,6,1598
NT_174551.1,59,169.59322033898306,120.0,7,748
NT_174552.1,43,233.11627906976744,182.0,4,917
NT_174553.1,49,204.71428571428572,126.0,4,1350
NT_174554.1,61,188.0,106.0,4,1766
NT_174555.1,47,214.27659574468086,189.0,4,915
NT_174556.1,87,115.77011494252874,75.0,5,548
NT_174557.1,48,215.64583333333334,94.0,10,1658
NT_174558.1,48,212.20833333333334,143.5,12,735
NT_174559.1,58,174.0344827586207,130.0,9,775
NT_174560.1,88,114.76136363636364,70.0,5,594
NT_174561.1,31,326.19354838709677,255.0,10,1206
NT_174562.1,55,183.98181818181817,106.0,7,1068
NT_174563.1,90,112.74444444444444,70.0,5,575
NT_174564.1,84,120.88095238095238,87.0,5,545
NT_174565.1,83,122.56626506024097,75.0,4,545
NT_174566.1,65,156.7076923076923,120.0,4,948
NT_174567.1,53,192.54716981132074,133.0,13,657
NT_174568.1,26,392.6923076923077,115.5,8,2294
NT_174569.1,56,182.33928571428572,82.5,7,840
NT_174570.1,42,243.16666666666666,210.0,10,681
NT_174571.1,90,113.5111111111111,75.0,5,493
NT_174572.1,95,107.54736842105264,70.0,5,548
NT_174573.1,84,121.73809523809524,85.0,5,511
NT_174574.1,46,222.41304347826087,142.5,11,1049
NT_174575.1,90,113.74444444444444,75.0,5,548
NT_174576.1,52,196.94230769230768,169.5,11,812
NT_174577.1,98,104.54081632653062,71.5,3,358
NT_174578.1,90,113.88888888888889,74.0,5,738
NT_174579.1,89,115.2247191011236,75.0,5,545
NT_174580.1,92,111.47826086956522,72.5,5,545
NT_174581.1,34,302.1470588235294,196.5,27,1562
NT_174582.1,79,130.29113924050634,100.0,5,736
NT_174583.1,94,109.53191489361703,69.5,5,545
NT_174584.1,36,286.05555555555554,210.0,5,1073
NT_174585.1,51,202.01960784313727,167.0,12,924
NT_174586.1,94,109.64893617021276,70.0,5,594
NT_174587.1,49,210.3469387755102,146.0,9,909
NT_174588.1,65,158.6769230769231,86.0,4,940
NT_174589.1,42,245.61904761904762,181.5,18,1722
NT_174590.1,88,117.2840909090909,72.5,5,560
NT_174591.1,91,125.23076923076923,82.0,5,1407
NT_174592.1,47,220.08510638297872,147.0,4,1032
NT_174593.1,69,149.95652173913044,91.0,4,1280
NT_174594.1,89,127.69662921348315,71.0,5,1446
NT_174595.1,39,267.1794871794872,166.0,27,1212
NT_174596.1,91,114.51648351648352,70.0,5,545
NT_174597.1,70,148.9142857142857,106.0,8,1239
NT_174598.1,80,130.35,106.5,5,548
NT_174599.1,21,496.57142857142856,457.0,6,1966
NT_174600.1,50,208.56,150.5,6,1106
NT_174601.1,65,160.5076923076923,104.0,4,720
NT_174602.1,67,155.77611940298507,84.0,5,748
NT_174603.1,86,122.54651162790698,78.5,5,673
NT_174604.1,51,204.68627450980392,150.0,10,608
NT_174605.1,77,135.62337662337663,82.0,5,1422
NT_174606.1,47,222.25531914893617,169.0,8,853
NT_174607.1,56,186.60714285714286,106.5,6,875
NT_174608.1,101,103.61386138613861,72.0,4,555
NT_174609.1,46,227.6086956521739,131.5,7,948
NT_174610.1,76,137.8684210526316,109.0,4,954
NT_174611.1,94,111.67021276595744,75.0,5,750
NT_174612.1,58,181.01724137931035,105.5,6,1172
NT_174613.1,100,105.0,58.0,5,545
NT_174614.1,67,156.80597014925374,103.0,4,581
NT_174615.1,96,113.5625,70.0,5,822
NT_174616.1,95,110.6421052631579,70.0,4,545
NT_174617.1,57,184.68421052631578,140.0,18,743
NT_174618.1,99,109.01010101010101,70.0,5,545
NT_174619.1,81,149.4814814814815,100.0,5,2150
NT_174620.1,61,173.27868852459017,75.0,5,1355
NT_174621.1,90,117.44444444444444,74.5,5,545
NT_174622.1,43,245.88372093023256,183.0,12,893
NT_174623.1,70,151.25714285714287,107.0,8,935
NT_174624.1,49,216.3265306122449,119.0,6,1467
NT_174625.1,41,259.1219512195122,202.0,12,1074
NT_174626.1,54,196.88888888888889,84.0,8,1495
NT_174627.1,51,208.50980392156862,163.0,5,720
NT_174628.1,53,200.67924528301887,143.0,4,830
NT_174629.1,32,333.15625,192.5,56,1098
NT_174630.1,63,169.26984126984127,104.0,5,748
NT_174631.1,50,213.28,165.5,5,758
NT_174632.1,93,114.76344086021506,79.0,5,544
NT_174633.1,76,140.47368421052633,106.5,5,545
NT_174634.1,66,162.5151515151515,101.5,4,920
NT_174635.1,72,149.0,72.5,4,1005
NT_174636.1,39,275.3333333333333,196.0,11,986
NT_174637.1,35,306.8857142857143,192.0,5,1295
NT_174638.1,38,282.7368421052632,220.5,16,1177
NT_174639.1,44,244.8181818181818,169.5,13,849
NT_174640.1,93,115.98924731182795,75.0,4,568
NT_174641.1,67,161.0597014925373,121.0,4,924
NT_174642.1,106,101.93396226415095,63.0,5,547
NT_174643.1,33,327.6363636363636,284.0,6,890
NT_174644.1,96,112.67708333333333,69.5,5,545
NT_174645.1,59,183.45762711864407,116.0,6,1352
NT_174646.1,97,111.74226804123711,70.0,5,545
NT_174647.1,28,389.0,306.0,13,1191
NT_174648.1,48,226.97916666666666,188.5,4,997
NT_174649.1,96,115.09375,69.5,5,547
NT_174650.1,53,205.9433962264151,143.0,9,1173
NT_174651.1,49,223.0,175.0,4,835
NT_174652.1,110,99.55454545454545,74.5,5,407
NT_174653.1,106,103.38679245283019,59.0,5,521
NT_174654.1,56,195.82142857142858,138.5,4,1082
NT_174655.1,57,192.7719298245614,108.0,7,777
NT_174656.1,79,139.20253164556962,84.0,4,978
NT_174657.1,55,200.0909090909091,117.0,8,1309
NT_174658.1,84,147.41666666666666,82.0,5,1630
NT_174659.1,65,169.8923076923077,90.0,4,957
NT_174660.1,103,107.25242718446601,63.0,5,561
NT_174661.1,56,197.39285714285714,157.0,11,1254
NT_174662.1,62,178.32258064516128,84.0,6,987
NT_174663.1,73,151.64383561643837,83.0,4,671
NT_174664.1,103,107.59223300970874,69.0,5,545
NT_174665.1,91,121.84615384615384,75.0,5,750
NT_174666.1,87,127.55172413793103,75.0,5,1202
NT_174667.1,102,108.79411764705883,63.0,5,659
NT_174668.1,74,150.1216216216216,74.0,5,1318
NT_174669.1,72,154.33333333333334,94.0,4,910
NT_174670.1,45,247.06666666666666,196.0,4,1402
NT_174671.1,79,140.7594936708861,84.0,4,781
NT_174672.1,46,241.7826086956522,172.5,8,746
NT_174673.1,68,163.77941176470588,135.0,10,895
NT_174674.1,53,210.58490566037736,127.0,5,1325
NT_174675.1,91,122.75824175824175,75.0,5,1004
NT_174676.1,99,112.92929292929293,69.0,5,545
NT_174677.1,51,219.31372549019608,183.0,9,846
NT_174678.1,94,119.09574468085107,72.5,5,707
NT_174679.1,73,153.36986301369862,100.0,5,930
NT_174680.1,98,114.25510204081633,70.0,5,545
NT_174681.1,32,350.1875,263.0,13,1191
NT_174682.1,68,164.83823529411765,128.0,4,703
NT_174683.1,91,123.20879120879121,73.0,4,612
NT_174684.1,96,116.86458333333333,78.5,1,545
NT_174685.1,104,108.01923076923077,69.0,5,545
NT_174686.1,98,114.65306122448979,69.0,5,652
NT_174687.1,79,142.34177215189874,103.0,4,839
NT_174688.1,100,112.46,70.0,5,753
NT_174689.1,59,236.28813559322035,123.0,6,4408
NT_174690.1,68,165.4264705882353,113.0,5,778
NT_174691.1,87,131.19540229885058,82.0,4,778
NT_174692.1,68,165.5735294117647,85.0,4,828
NT_174693.1,51,221.49019607843138,173.0,4,714
NT_174694.1,76,148.77631578947367,108.5,9,692
NT_174695.1,51,221.9607843137255,134.0,10,893
NT_174696.1,43,263.4418604651163,229.0,8,909
NT_174697.1,70,162.1,118.0,5,663
NT_174698.1,102,111.36274509803921,69.0,5,545
NT_174699.1,58,195.8793103448276,132.0,21,742
NT_174700.1,35,325.1142857142857,270.0,13,1066
NT_174701.1,58,196.27586206896552,137.5,10,1010
NT_174702.1,69,165.08695652173913,131.0,4,601
NT_174703.1,97,117.52577319587628,70.0,5,545
NT_174704.1,65,175.4,113.0,4,734
NT_174705.1,97,117.77319587628865,75.0,5,548
NT_174706.1,67,171.32835820895522,113.0,9,1299
NT_174707.1,74,155.32432432432432,86.0,5,1463
NT_174708.1,100,114.97,70.0,5,545
NT_174709.1,108,106.57407407407408,70.0,4,547
NT_174710.1,63,183.015873015873,90.0,4,1113
NT_174711.1,32,360.84375,226.5,9,1495
NT_174712.1,52,222.55769230769232,141.5,4,815
NT_174713.1,107,108.18691588785046,69.0,5,545
NT_174714.1,102,113.54901960784314,75.0,5,546
NT_174715.1,92,125.97826086956522,72.5,5,551
NT_174716.1,105,110.4095238095238,69.0,4,561
NT_174717.1,101,116.92079207920793,70.0,5,545
NT_174718.1,100,117.36,79.0,5,545
NT_174719.1,73,159.56164383561645,106.0,4,756
NT_174720.1,94,124.06382978723404,87.5,5,548
NT_174721.1,101,115.46534653465346,73.0,5,546
NT_174722.1,71,164.3661971830986,102.0,7,1039
NT_174723.1,66,177.8181818181818,161.0,7,755
NT_174724.1,107,109.69158878504673,70.0,5,546
NT_174725.1,100,117.46,78.5,5,545
NT_174726.1,105,111.9047619047619,69.0,5,756
NT_174727.1,42,280.04761904761904,184.0,23,1740
NT_174728.1,83,141.72289156626505,87.0,6,646
NT_174729.1,79,152.78481012658227,78.0,6,1148
NT_174730.1,53,222.39622641509433,168.0,5,1080
NT_174731.1,48,245.64583333333334,140.5,10,1973
NT_174732.1,106,122.66981132075472,74.5,4,1357
NT_174733.1,67,176.2089552238806,125.0,10,662
NT_174734.1,80,147.7125,102.5,5,738
NT_174735.1,56,211.33928571428572,148.0,6,1026
NT_174736.1,46,257.3695652173913,170.5,9,1272
NT_174737.1,100,118.46,70.0,6,545
NT_174738.1,103,115.15533980582525,70.0,5,545
NT_174739.1,116,102.28448275862068,63.0,5,749
NT_174740.1,111,107.87387387387388,70.0,5,545
NT_174741.1,53,224.03773584905662,144.0,4,848
NT_174742.1,99,120.08080808080808,82.0,4,750
NT_174743.1,41,290.1219512195122,210.0,12,1006
NT_174744.1,109,113.85321100917432,63.0,5,595
NT_174745.1,75,159.25333333333333,104.0,4,976
NT_174746.1,82,145.7560975609756,100.5,4,967
NT_174747.1,112,106.85714285714286,72.5,5,548
NT_174748.1,105,114.13333333333334,70.0,1,548
NT_174749.1,74,162.04054054054055,117.5,9,748
NT_174750.1,48,249.91666666666666,197.0,7,1125
NT_174751.1,106,123.20754716981132,82.0,6,1329
NT_174752.1,105,145.4952380952381,70.0,5,3338
NT_174753.1,100,120.49,70.0,5,750
NT_174754.1,108,111.68518518518519,75.0,5,750
NT_174755.1,38,317.42105263157896,269.0,6,883
NT_174756.1,82,147.15853658536585,121.5,7,673
NT_174757.1,115,115.45217391304348,70.0,5,1334
NT_174758.1,48,251.85416666666666,173.0,8,984
NT_174759.1,70,172.9,111.0,4,1300
NT_174760.1,108,112.21296296296296,72.5,5,545
NT_174761.1,54,224.5,140.0,5,1092
NT_174762.1,74,163.83783783783784,121.5,4,778
NT_174763.1,54,226.62962962962962,158.0,3,1306
NT_174764.1,106,114.50943396226415,70.0,5,545
NT_174765.1,104,116.76923076923077,69.5,5,546
NT_174766.1,54,225.12962962962962,175.0,5,973
NT_174767.1,76,159.98684210526315,105.5,4,770
NT_174768.1,40,304.0,207.0,5,1475
NT_174769.1,46,264.4782608695652,111.0,7,1449
NT_174770.1,57,213.59649122807016,117.0,6,1428
NT_174771.1,48,253.6875,179.0,4,1279
NT_174772.1,51,238.80392156862746,131.0,6,980
NT_174773.1,100,121.92,87.5,5,546
NT_174774.1,104,117.25,91.0,5,548
NT_174775.1,104,117.47115384615384,75.0,5,545
NT_174776.1,105,117.51428571428572,69.0,5,741
NT_174777.1,66,185.6060606060606,126.0,5,1278
NT_174778.1,109,112.46788990825688,70.0,5,545
NT_174779.1,102,120.19607843137256,82.0,5,564
NT_174780.1,58,211.55172413793105,132.5,5,943
NT_174781.1,58,211.6206896551724,88.0,6,1435
NT_174782.1,76,161.6184210526316,121.5,10,833
NT_174783.1,54,227.85185185185185,151.5,4,869
NT_174784.1,106,120.17924528301887,69.0,5,704
NT_174785.1,82,150.5731707317073,91.5,4,827
NT_174786.1,89,138.7865168539326,82.0,4,680
NT_174787.1,43,292.0,161.0,12,1859
NT_174788.1,67,184.65671641791045,129.0,11,744
NT_174789.1,44,281.34090909090907,202.5,6,950
NT_174790.1,47,263.40425531914894,156.0,5,1141
NT_174791.1,114,108.70175438596492,69.5,5,545
NT_174792.1,77,161.14285714285714,132.0,4,668
NT_174793.1,105,118.24761904761905,70.0,3,792
NT_174794.1,100,124.29,92.5,4,632
NT_174795.1,73,170.3835616438356,87.0,7,820
NT_174796.1,83,151.18072289156626,75.0,5,1338
NT_174797.1,54,230.74074074074073,168.0,4,869
NT_174798.1,87,143.24137931034483,82.0,5,814
NT_174799.1,79,157.77215189873417,92.0,6,706
NT_174800.1,74,168.45945945945945,124.5,4,825
NT_174801.1,45,277.1333333333333,229.0,12,1590
NT_174802.1,114,109.56140350877193,69.0,5,545
NT_174803.1,75,166.8,103.0,1,896
NT_174804.1,66,189.62121212121212,160.5,19,746
NT_174805.1,58,216.10344827586206,173.5,4,703
NT_174806.1,72,174.33333333333334,124.0,8,1042
NT_174807.1,43,291.93023255813955,198.0,6,829
NT_174808.1,67,187.38805970149255,84.0,5,1829
NT_174809.1,69,182.14492753623188,98.0,4,851
NT_174810.1,51,246.5686274509804,193.0,5,1471
NT_174811.1,124,101.55645161290323,69.5,4,368
NT_174812.1,71,177.43661971830986,91.0,7,820
NT_174813.1,108,116.97222222222223,75.0,5,545
NT_174814.1,115,109.92173913043479,70.0,5,544
NT_174815.1,80,158.5375,92.0,9,1600
NT_174816.1,110,115.32727272727273,70.0,5,752
NT_174817.1,113,112.35398230088495,75.0,5,545
NT_174818.1,79,160.9873417721519,89.0,9,847
NT_174819.1,124,102.66935483870968,63.0,5,537
NT_174820.1,114,111.74561403508773,69.0,5,599
NT_174821.1,108,118.04629629629629,73.5,5,545
NT_174822.1,46,277.67391304347825,199.5,12,1241
NT_174823.1,104,122.96153846153847,90.0,5,561
NT_174824.1,105,121.92380952380952,92.0,3,545
NT_174825.1,101,127.0990099009901,75.0,5,750
NT_174826.1,108,118.97222222222223,71.5,5,716
NT_174827.1,57,225.43859649122808,136.0,5,884
NT_174828.1,110,116.84545454545454,75.0,5,549
NT_174829.1,111,115.8108108108108,79.0,4,545
NT_174830.1,108,119.11111111111111,70.0,5,545
NT_174831.1,57,225.82456140350877,139.0,4,1638
NT_174832.1,111,116.12612612612612,75.0,5,750
NT_174833.1,64,201.6875,94.0,8,1361
NT_174834.1,114,113.24561403508773,72.5,5,545
NT_174835.1,54,239.09259259259258,148.0,6,1187
NT_174836.1,89,145.52808988764045,99.0,4,818
NT_174837.1,82,158.03658536585365,106.5,5,1016
NT_174838.1,107,121.26168224299066,82.0,5,550
NT_174839.1,117,118.2991452991453,75.0,5,1505
NT_174840.1,69,194.6086956521739,123.0,6,997
NT_174841.1,68,192.38235294117646,114.5,8,937
NT_174842.1,147,88.99319727891157,18.0,5,751
NT_174843.1,71,184.32394366197184,141.0,2,722
NT_174844.1,114,114.85964912280701,75.0,5,561
NT_174845.1,42,311.8333333333333,196.0,5,1187
NT_174846.1,102,128.5392156862745,70.5,4,1009
NT_174847.1,73,180.46575342465752,130.0,5,881
NT_174848.1,126,104.63492063492063,70.0,5,545
NT_174849.1,117,114.55555555555556,70.0,5,388
NT_174850.1,118,112.05084745762711,75.0,5,765
NT_174851.1,125,105.952,69.0,5,560
NT_174852.1,81,163.8641975308642,78.0,5,1480
NT_174853.1,61,217.72131147540983,131.0,8,1183
NT_174854.1,136,97.75735294117646,58.0,5,555
NT_174855.1,110,120.89090909090909,72.5,5,723
NT_174856.1,123,108.26829268292683,75.0,5,561
NT_174857.1,46,289.6304347826087,199.0,4,1839
NT_174858.1,56,238.33928571428572,180.0,6,924
NT_174859.1,65,205.35384615384615,133.0,4,1150
NT_174860.1,121,110.38842975206612,70.0,5,545
NT_174861.1,62,215.48387096774192,112.0,4,2063
NT_174862.1,111,123.48648648648648,93.0,4,749
NT_174863.1,40,335.55,280.0,13,1276
NT_174864.1,55,249.2,170.0,6,1030
NT_174865.1,126,106.9047619047619,69.0,4,560
NT_174866.1,111,124.52252252252252,70.0,5,595
NT_174867.1,125,107.864,75.0,5,549
NT_174868.1,82,164.52439024390245,121.0,5,740
NT_174869.1,127,106.4015748031496,68.0,5,554
NT_174870.1,126,107.30952380952381,71.5,5,560
NT_174871.1,72,188.27777777777777,137.5,4,828
NT_174872.1,53,255.8679245283019,181.0,5,909
NT_174873.1,113,120.43362831858407,100.0,6,545
NT_174874.1,75,181.85333333333332,124.0,5,874
NT_174875.1,45,303.44444444444446,164.0,6,1967
NT_174876.1,74,184.64864864864865,122.5,5,1133
NT_174877.1,96,142.39583333333334,92.0,4,702
NT_174878.1,115,126.6,82.0,5,909
NT_174879.1,93,147.10752688172042,113.0,7,631
NT_174880.1,44,311.09090909090907,261.5,4,1305
NT_174881.1,63,217.47619047619048,167.0,5,1091
NT_174882.1,101,137.59405940594058,70.0,2,776
NT_174883.1,60,246.68333333333334,134.5,9,2196
NT_174884.1,131,108.16793893129771,63.0,6,918
NT_174885.1,48,286.0625,170.0,9,1369
NT_174886.1,124,111.0241935483871,69.5,5,545
NT_174887.1,65,212.33846153846153,181.0,11,1432
NT_174888.1,98,140.8877551020408,104.5,6,1136
NT_174889.1,94,146.89361702127658,70.0,5,1559
NT_174890.1,135,102.28888888888889,63.0,5,545
NT_174891.1,115,120.25217391304348,70.0,5,750
NT_174892.1,77,179.64935064935065,89.0,4,697
NT_174893.1,116,119.25862068965517,75.0,5,545
NT_174894.1,65,213.04615384615386,136.0,4,1397
NT_174895.1,95,145.8421052631579,96.0,4,752
NT_174896.1,120,115.68333333333334,72.5,5,545
NT_174897.1,59,235.38983050847457,140.0,14,1284
NT_174898.1,89,156.13483146067415,106.0,6,947
NT_174899.1,120,115.99166666666666,72.5,5,549
NT_174900.1,124,123.5,69.0,5,1220
NT_174901.1,65,214.36923076923077,156.0,6,1003
NT_174902.1,120,116.175,72.5,5,690
NT_174903.1,131,106.5114503816794,70.0,5,546
NT_174904.1,94,148.5531914893617,102.0,7,792
NT_174905.1,118,118.40677966101696,70.0,5,545
NT_174906.1,110,127.06363636363636,78.0,5,766
NT_174907.1,124,112.74193548387096,75.0,4,766
NT_174908.1,81,172.91358024691357,99.0,6,916
NT_174909.1,72,194.66666666666666,150.5,5,876
NT_174910.1,45,311.68888888888887,173.0,7,2035
NT_174911.1,66,212.5909090909091,147.0,8,836
NT_174912.1,79,177.8987341772152,120.0,4,836
NT_174913.1,128,109.8125,74.5,5,649
NT_174914.1,76,218.32894736842104,120.0,4,2548
NT_174915.1,78,180.9102564102564,132.5,5,876
